1;Marvin Keller
23;Loris Benito
5;Gregory Wüthrich
3;Jaouen Hadjam
17;Saidy Janko
2;Ryan Andrews
13;Dominik Pech
9;Sergio Córdova
30;Sandro Lauper
45;Rayan Raveloson
29;Chris Bedia
4;Tanguy Zoukrou
7;Alan Virginius
66;Rhodri Smith
39;Darian Males
10;Alvyn Sanches
57;Olivier Mambwa
40;Dario Marzino
54;Lutfi Dalipi
60;Ruben Salchli
25;Emmanuel Tsimba
48;Janis Lüthi
